Business name,features
Red Roof Inn Orlando West,"28.5527265, -81.5461443, Inn, 3.7, Florida"
Red Roof Inn Orlando West,"28.5527265, -81.5461443, Motel, 3.7, Florida"
DEFY Sparks,"39.5318234, -119.72128079999999, Group accommodation, 4.7, Nevada"
Xanadu Salon and Spa,"30.3863585, -95.66654299999999, Resort hotel, 4.8, Texas"
Quality Inn,"40.760728, -73.833692, Hotel, 3.7, New York"
Golden Inn Motel,"32.6639414, -96.578049, Motel, 2.8, Texas"
Silver Saddle Resort,"35.216055, -117.757982, Resort hotel, 4.5, California"
Cottages Christian Retreat,"30.256044099999997, -85.9606919, Retreat center, 4.7, Florida"
Beaches Jet Set Pets,"30.2765456, -81.3963967, Lodge, 4.9, Florida"
Caribe Motel,"25.477697199999998, -80.4767198, Motel, 2.9, Florida"
Comfort Inn & Suites Airport - Wolf Road,"42.710347, -73.821376, Lodge, 4.0, New York"
Byblos Niagara Resort and Spa,"43.021336399999996, -78.8963582, Hotel, 3.8, New York"
La Quinta Inn by Wyndham,"32.7040649, -96.27665309999999, Hotel, 3.6, Texas"
Paws Up Certified Dog Training & Pet Supplies,"43.014733299999996, -74.20798239999999, Pet friendly accommodation, 4.9, New York"
Howard Johnson Inn Austin I-35,"30.228733499999997, -97.7430634, Inn, 2.4, Texas"
Microtel Inn & Suites by Wyndham San Antonio Airport North,"29.580441, -98.475115, Hotel, 3.5, Texas"
Econo Lodge Oceanfront,"29.207998, -80.998274, Motel, 2.3, Florida"
Sleep Inn JFK Airport,"40.705208999999996, -73.782127, Hotel, 3.8, New York"
Big Bear Getaway,"34.2601867, -116.8602002, Cabin rental agency, 3.3, California"
Pine Bay Farm Inc,"44.3958683, -75.83324429999999, Indoor lodging, 5.0, New York"
Acra Manor Resort,"42.3099546, -74.0538134, Lodge, 4.0, New York"
Adkisson Ranch - New Home Build,"33.168700699999995, -97.0427388, Lodging, 4.7, Texas"
Holiday Inn Rochester Airport,"43.128842999999996, -77.65807699999999, Hotel, 2.9, New York"
kansas city sourthern,"27.4985184, -99.3909194, Lodging, 3.8, Texas"
Howard Johnson Inn Austin I-35,"30.228733499999997, -97.7430634, Motel, 2.4, Texas"
Stanley RV Park Midland TX,"32.0428427, -101.98473419999999, Hotel, 4.2, Texas"
Casa Del Sol Beach Resort,"24.759871699999998, -80.95368839999999, Resort hotel, 2.9, Florida"
The Falls Texas - OPENING SOON,"29.8464295, -96.5020059, Resort hotel, 4.0, Texas"
Longhorn Resort,"30.647118499999998, -98.44601349999999, Resort hotel, 4.1, Texas"
Knights Inn Jacksboro,"33.203849999999996, -98.15225, Inn, 3.4, Texas"
Scott's Oquaga Lake House,"42.017629, -75.45936999999999, Hotel, 4.5, New York"
The Cottages at Siesta Key,"27.2472243, -82.53259469999999, Indoor lodging, 4.4, Florida"
Jackie Robinson Training Complex,"27.6430103, -80.4282588, Hotel, 4.4, Florida"
Starpoint Resort Group,"36.110132199999995, -115.17512839999999, Resort hotel, 1.4, Nevada"
Sunset Inn,"33.1105458, -117.07796019999999, Motel, 3.9, California"
IdleAir,"29.823480999999997, -94.895945, Motel, 3.5, Texas"
Carson Hot Springs Resort,"39.193320199999995, -119.7519016, Resort hotel, 4.4, Nevada"
The Ritz-Carlton Members Golf Club,"27.41403, -82.3883819, Resort hotel, 4.8, Florida"
Ski Lodge,"43.1854599, -77.87539819999999, Indoor lodging, 4.4, New York"
Carson Hot Springs Resort,"39.193320199999995, -119.7519016, Resort hotel, 4.4, Nevada"
Twin Lakes Golf Course,"32.458702599999995, -95.8411003, Resort hotel, 4.5, Texas"
Grand Eagle Ford Lodge,"28.930455199999997, -98.5256294, Extended stay hotel, 3.3, Texas"
Amco Hotel and Suites/ Fort Hood,"31.118394799999997, -97.7433471, Indoor lodging, 2.6, Texas"
Luxe Touch,"32.5239556, -96.82124119999999, Resort hotel, 4.7, Texas"
Sleep Inn JFK Airport,"40.705208999999996, -73.782127, Hotel, 3.8, New York"
B.A.S.I.C. Lodgings LLC,"31.037476299999998, -104.85180349999999, Inn, 4.6, Texas"
Camp Pinnacle,"42.633580599999995, -74.0024546, Retreat center, 4.5, New York"
Animal Hospital of Collin County,"33.0810163, -96.6756934, Pet friendly accommodation, 4.8, Texas"
JW Marriott Pool Deck,"28.4027235, -81.428752, Hotel, 4.8, Florida"
Canine Cabana,"27.8576686, -82.2846419, Pet friendly accommodation, 4.8, Florida"
Valley Motel,"32.775951299999996, -97.36727139999999, Motel, 2.8, Texas"
Roundhouse Inn,"39.1729477, -119.7670934, Motel, 2.8, Nevada"
VOA Mens Shelter,"39.530033599999996, -119.80890819999999, Lodging, 2.8, Nevada"
Dolphin Court Salon & Day Spa,"36.194575, -115.25898049999999, Resort hotel, 4.4, Nevada"
Belleayre Overlook Lodge,"42.1305171, -74.5060409, Lodge, 4.5, New York"
Carson Hot Springs Resort,"39.193320199999995, -119.7519016, Hot spring hotel, 4.4, Nevada"
Resort Rentals / Resort Realty,"27.7466314, -82.7534337, Indoor lodging, 4.6, Florida"
Bandera Lodge,"29.7299893, -99.06358829999999, Indoor lodging, 3.5, Texas"
Ace Motor Lodge,"39.5273019, -119.8144088, Hotel, 2.7, Nevada"
Lee Canyon,"36.3037018, -115.6796327, Ski resort, 4.6, Nevada"
Carson Hot Springs Resort,"39.193320199999995, -119.7519016, Resort hotel, 4.4, Nevada"
Rodeway Inn,"32.309959, -95.34152669999999, Hotel, 4.2, Texas"
St Bernard's Park,"43.209758699999995, -77.6292266, Lodging, 4.0, New York"
Econo Lodge Inn & Suites Six Flags,"32.7612885, -97.0940296, Lodge, 2.5, Texas"
Langetree Retreat & Eco Center,"30.0735015, -94.6517181, Resort hotel, 4.6, Texas"
Arcadia Resorts,"27.88141, -82.8491339, Hotel, 4.4, Florida"
Hawthorn Suites By Wyndham Jacksonville,"30.2221014, -81.5760727, Extended stay hotel, 2.8, Florida"
Quality Inn Convention Center,"40.7553166, -73.9973521, Lodge, 3.5, New York"
The Cabins at Matagorda,"28.7033731, -95.9642921, Indoor lodging, 4.5, Texas"
La Quinta Inn by Wyndham,"32.7040649, -96.27665309999999, Indoor lodging, 3.6, Texas"
Henry George mobile home park,"27.888294199999997, -82.1026, Hotel, 3.2, Florida"
Wingate by Wyndham Miramar,"25.9832592, -80.3473305, Hotel, 3.5, Florida"
Carson Hot Springs Resort,"39.193320199999995, -119.7519016, Resort hotel, 4.4, Nevada"
Executive Office Center Fresh Meadows - Virtual Office - Cheap Office Space For Rent - Mailbox Rental Queens,"40.739095999999996, -73.787589, Serviced accommodation, 4.8, New York"
America's Best Inn Arlington,"32.7651354, -97.0644557, Hotel, 2.9, Texas"
Waltonia Lodges,"30.068043999999997, -99.29594999999999, Cabin rental agency, 4.5, Texas"
Hawthorn Suites By Wyndham Jacksonville,"30.2221014, -81.5760727, Hotel, 2.8, Florida"
A1 Value Inn Hernando,"28.8972436, -82.3729841, Hotel, 3.3, Florida"
Leeway Cottages,"30.012741, -98.10571279999999, Hotel, 4.8, Texas"
Econo Lodge,"31.418371999999998, -103.517089, Motel, 2.6, Texas"
Wayfarer motel,"33.887608799999995, -98.4792801, Lodging, 3.7, Texas"
Golden Nugget Carson Tower,"36.1694667, -115.14587909999999, Hotel, 4.0, Nevada"
Summit Inn Hotel & Suites,"29.891854, -97.915345, Extended stay hotel, 2.1, Texas"
Budget Inn,"26.158786499999998, -97.65643539999999, Motel, 3.3, Texas"
The Castaways On the River,"29.1658458, -81.52429, Motel, 4.5, Florida"
Copper Kettle Motel,"42.3087071, -74.2308664, Hotel, 4.5, New York"
Super 8 Marshall TX,"32.4866184, -94.3590729, Lodge, 3.9, Texas"
Lakeshore Resort Motel,"27.2671787, -81.35055059999999, Resort hotel, 4.4, Florida"
Cazadores Restaurant & Motel,"29.4601713, -98.3153126, Hotel, 3.9, Texas"
Briggs Ranch Golf Club,"29.407543, -98.759908, Resort hotel, 4.9, Texas"
Luxury Inn,"29.9240355, -95.50118859999999, Indoor lodging, 3.4, Texas"
Playa Del Oro Apartments,"33.9595869, -118.42037529999999, Indoor lodging, 4.0, California"
Flow Yoga Cedar Park,"30.521086, -97.83266979999999, Yoga retreat center, 4.9, Texas"
Everglades Hostel and Tours- An Urban Oasis,"25.447527899999997, -80.4796578, Retreat center, 4.5, Florida"
Crystal Spa & Nails,"33.224609, -97.5938449, Resort hotel, 4.3, Texas"
Scottish Inns,"27.742319, -98.0844982, Inn, 3.4, Texas"
Wildwood Country Resort,"28.838257, -82.018073, Resort hotel, 4.1, Florida"
Watts RV Park Rental Cabins,"32.664463, -94.983575, Homestay, 3.8, Texas"
Siena Golf Club,"36.107853999999996, -115.32462299999999, Resort hotel, 4.4, Nevada"
Econo Lodge,"31.418371999999998, -103.517089, Motel, 2.6, Texas"
Silver lake MuraYama Sushi,"41.0428365, -73.7474383, Japanese inn, 4.0, New York"
Lee Canyon,"36.3037018, -115.6796327, Ski resort, 4.6, Nevada"
The Castaways On the River,"29.1658458, -81.52429, Lodge, 4.5, Florida"
Lee Canyon,"36.3037018, -115.6796327, Ski resort, 4.6, Nevada"
Unity Hall,"41.7472181, -74.354024, Self-catering accommodation, 4.1, New York"
Pepacton Cabins,"42.0274323, -75.045101, Cabin rental agency, 4.8, New York"
Drift Inn RV Resort,"39.1214747, -122.86163529999999, Resort hotel, 3.1, California"
Blue Inn Lake Buena Vista South,"28.3348068, -81.4812007, Hotel, 2.8, Florida"
HCR Resort,"29.4768354, -98.7420788, Resort hotel, 4.9, Texas"
Scott's Oquaga Lake House,"42.017629, -75.45936999999999, Hotel, 4.5, New York"
Sea Oats Beach Resort,"27.8238889, -82.8291667, Resort hotel, 4.3, Florida"
Blue Water Retreat,"28.988652799999997, -95.24007499999999, Indoor lodging, 4.4, Texas"
Golden Inn Motel,"32.6639414, -96.578049, Hotel, 2.8, Texas"
Days Inn by Wyndham Mt. Pleasant,"33.1659363, -94.9991546, Hotel, 3.6, Texas"
Easy 8 Motel,"33.8741378, -118.14491269999999, Hotel, 4.0, California"
"Providence, Fl","30.0023019, -82.5467682, Hotel, 4.4, Florida"
America's Best Inn Arlington,"32.7651354, -97.0644557, Motel, 2.9, Texas"
Jackson Motel,"30.0681563, -94.1566478, Motel, 2.8, Texas"
Loft Restaurant and Tiki bar,"27.150342, -80.1959542, Pet friendly accommodation, 4.2, Florida"
Red River Float Trips,"33.768663, -96.4875697, Cabin rental agency, 4.7, Texas"
Howard Johnson Express Inn Gainesville FL,"29.617275, -82.340969, Lodge, 3.6, Florida"
AREA 118,"29.416531, -103.50752, Hotel, 4.7, Texas"
Howard Johnson Inn Austin I-35,"30.228733499999997, -97.7430634, Inn, 2.4, Texas"
Paws Grooming & Puppies 🐶,"25.944316099999998, -80.3434903, Hotel, 4.2, Florida"
Deep Well Motel,"42.097294999999995, -76.287369, Motel, 2.8, New York"
Road House Inn Inc,"42.182801999999995, -75.0117587, Inn, 4.3, New York"
Bay Pines VA Hospital building Fisher House,"27.8121193, -82.7765103, Travellers lodge, 4.2, Florida"
Ruby Ranch Lodge & Celebration Facility,"30.0729121, -97.9200596, Lodge, 4.5, Texas"
Acra Manor Resort,"42.3099546, -74.0538134, Hotel, 4.0, New York"
Rio Palace Motor Inn,"33.941136199999995, -118.2779161, Hotel, 3.7, California"
Americas Best Value Inn Las Vegas,"36.0995491, -115.1652331, Motel, 2.9, Nevada"
Arcadia Resorts,"27.88141, -82.8491339, Hotel, 4.4, Florida"
Gatewood MOTEL,"36.1513294, -115.1072751, Motel, 3.3, Nevada"
Budget Inn,"28.6096541, -96.6435145, Motel, 3.4, Texas"
Bienville Plantation,"30.3975582, -82.7700347, Resort hotel, 4.6, Florida"
Empire Executive Suites,"34.071617599999996, -117.5783039, Indoor lodging, 4.5, California"
Orchid Island Dog Spa and Resort,"27.713112199999998, -80.4205521, Pet friendly accommodation, 4.5, Florida"
Carson Hot Springs Resort,"39.193320199999995, -119.7519016, Resort hotel, 4.4, Nevada"
Washington Courts,"29.4293066, -98.53679079999999, Motel, 3.6, Texas"
Ez Pro Kitchen,"27.973813, -82.496977, Self-catering accommodation, 4.6, Florida"
Beach access,"26.4415546, -81.9293591, Lodging, 4.9, Florida"
Motel 6 Beeville,"28.406637999999997, -97.728809, Hotel, 3.9, Texas"
Super 8 Laredo,"27.523114999999997, -99.503931, Inn, 3.5, Texas"
Q Lodging Motel,"29.4042447, -98.6276477, Motel, 1.8, Texas"
Rodeway Inn Near Florida Mall,"28.468061, -81.39614399999999, Hotel, 2.7, Florida"
Ocean Queen,"26.049395, -80.1125265, Hotel, 4.8, Florida"
The Castaways On the River,"29.1658458, -81.52429, Lodge, 4.5, Florida"
Countryside RV Park of South Texas,"27.2405094, -98.13673109999999, Resort hotel, 4.5, Texas"
Holiday Travel RV Resort,"28.756450599999997, -81.8891067, Lodging, 4.6, Florida"
Champion Lely Resort,"26.0845299, -81.70156279999999, Resort hotel, 4.6, Florida"
Mac Arthur Inn ( MOTEL ),"40.7817941, -73.0892251, Motel, 2.8, New York"
Casa Del Sol Beach Resort,"24.759871699999998, -80.95368839999999, Resort hotel, 2.9, Florida"
Carson Hot Springs Resort,"39.193320199999995, -119.7519016, Resort hotel, 4.4, Nevada"
Quality Inn,"40.669491, -73.909065, Hotel, 3.4, New York"
Trafalgar Village Resort,"28.2261597, -81.484079, Hotel, 4.5, Florida"
The Castaways On the River,"29.1658458, -81.52429, Resort hotel, 4.5, Florida"
A Place To Be Motel,"27.127169199999997, -82.4710487, Motel, 4.0, Florida"
Quality Inn,"40.760728, -73.833692, Lodge, 3.7, New York"
OYO Hotel Yoakum West,"29.2997072, -97.159109, Hotel, 4.6, Texas"
Summit Inn Hotel & Suites,"29.891854, -97.915345, Lodge, 2.1, Texas"
Target Lodging Skillman Lodge,"31.823451, -103.6376245, Lodge, 3.6, Texas"
A Place To Be Motel,"27.127169199999997, -82.4710487, Hotel, 4.0, Florida"
Sodus Bay Heights Golf Club,"43.253940899999996, -76.9883033, Resort hotel, 4.5, New York"
Sky Ranch Christian Camps,"32.5714739, -95.5829909, Retreat center, 4.6, Texas"
Crystal Spa & Nails,"33.224609, -97.5938449, Resort hotel, 4.3, Texas"
Ha' Penny Inn,"32.8054128, -116.92465209999999, Lodge, 3.1, California"
"The Florida Hotel & Conference Center, BW Premier Collection","28.4448902, -81.3960048, Hotel, 4.5, Florida"
Lonesome Creek RV Resort,"28.7821373, -97.8563406, Lodge, 4.3, Texas"
Harbor Island Apartments,"36.109714, -115.1578794, Hotel, 2.4, Nevada"
The Castaways On the River,"29.1658458, -81.52429, Hotel, 4.5, Florida"
Americas Best Value Inn Las Vegas,"36.0995491, -115.1652331, Hotel, 2.9, Nevada"
Hines Motel,"34.006337099999996, -118.16336539999999, Motel, 3.5, California"
Knights Inn Bradenton,"27.479056, -82.562516, Hotel, 3.2, Florida"
Super 7,"32.682477999999996, -97.3194652, Motel, 4.0, Texas"
Days Inn & Suites Plano Medical Center/Dallas,"33.0115298, -96.7979364, Hotel, 2.5, Texas"
World Famous Mustang Ranch,"39.5441551, -119.5553588, Resort hotel, 4.2, Nevada"
Palace Motel,"32.749397099999996, -96.88702699999999, Motel, 3.4, Texas"
Harbor Island Apartments,"36.109714, -115.1578794, Extended stay hotel, 2.4, Nevada"
Georgia Villas,"35.1489656, -101.8701401, Lodging, 3.8, Texas"
MEYER ESTATES,"26.132084, -80.17475, Lodging, 3.6, Florida"
Fountain Grass RV Park and Cabins,"29.093594, -95.4160471, Cabin rental agency, 4.5, Texas"
Elks Lodge #2492,"34.265422699999995, -118.6598621, Lodge, 4.5, California"
Siegel Suites Twain II,"36.1217019, -115.14289749999999, Indoor lodging, 2.6, Nevada"
Diamond H Bed & Breakfast,"29.7421169, -99.14275359999999, Indoor lodging, 4.9, Texas"
Holiday Inn Buffalo-Downtown,"42.9010884, -78.8739514, Hotel, 3.7, New York"
Grand Eagle Ford Lodge,"28.930455199999997, -98.5256294, Lodge, 3.3, Texas"
Econo Lodge,"29.80021, -82.50929599999999, Hotel, 3.0, Florida"
Hawthorn Suites By Wyndham Jacksonville,"30.2221014, -81.5760727, Hotel, 2.8, Florida"
Cascade Motel,"40.5455164, -122.38699159999999, Motel, 3.0, California"
Summit Inn Hotel & Suites,"29.891854, -97.915345, Lodge, 2.1, Texas"
"Boxingology, LLC.","40.898690099999996, -73.838751, Health resort, 4.9, New York"
Palo Verde Vacation House,"33.428253, -114.731168, Indoor lodging, 3.8, California"
Days Inn & Suites Plano Medical Center/Dallas,"33.0115298, -96.7979364, Lodge, 2.5, Texas"
Cocoa Beach Towers,"28.3700065, -80.6027483, Holiday accommodation service, 4.6, Florida"
Summit Inn Hotel & Suites,"29.891854, -97.915345, Extended stay hotel, 2.1, Texas"
Econo Lodge Oceanfront,"29.207998, -80.998274, Hotel, 2.3, Florida"
Padre Escapes Vacation Rentals,"27.607846, -97.22258, Indoor lodging, 4.3, Texas"
Ronald McDonald House Charities of Amarillo,"35.195986, -101.915077, Indoor lodging, 4.9, Texas"
Triple Crown Motel,"42.9467468, -73.86955669999999, Motel, 3.3, New York"
Budget Inn,"32.8022722, -96.9225106, Motel, 2.5, Texas"
G’s Freeze,"29.6756198, -95.1411402, Pet friendly accommodation, 4.8, Texas"
Oak Tree Inn,"30.891371799999998, -96.60158469999999, Hotel, 2.4, Texas"
Grand Motel,"26.043589299999997, -80.14385949999999, Motel, 3.7, Florida"
VOA Mens Shelter,"39.530033599999996, -119.80890819999999, Lodging, 2.8, Nevada"
Super 8 Laredo,"27.523114999999997, -99.503931, Lodge, 3.5, Texas"
The Wildflower Country Inn and Event Center,"29.9430053, -98.1018268, Group accommodation, 5.0, Texas"
Elks Lodge #2492,"34.265422699999995, -118.6598621, Lodge, 4.5, California"
Howard Johnson by Wyndham Willowbrook,"29.9692671, -95.56111779999999, Hotel, 3.9, Texas"
The Castaways On the River,"29.1658458, -81.52429, Resort hotel, 4.5, Florida"
Days Inn by Wyndham Mt. Pleasant,"33.1659363, -94.9991546, Inn, 3.6, Texas"
Red Roof Inn Orlando West,"28.5527265, -81.5461443, Inn, 3.7, Florida"
Animal Hospital of Collin County,"33.0810163, -96.6756934, Pet friendly accommodation, 4.8, Texas"
The Castaways On the River,"29.1658458, -81.52429, Lodge, 4.5, Florida"
Atlantis Salt Cave,"26.366322099999998, -80.18875059999999, Yoga retreat center, 4.4, Florida"
Resort Rentals / Resort Realty,"27.7466314, -82.7534337, Indoor lodging, 4.6, Florida"
Exchange Hotel Inc,"42.0779332, -73.9526262, Hotel, 4.6, New York"
Econo Lodge,"26.1135569, -97.16998269999999, Motel, 2.8, Texas"
Rodeway Inn & Suites,"34.068798699999995, -118.0997263, Hotel, 3.3, California"
Wingate by Wyndham Miramar,"25.9832592, -80.3473305, Extended stay hotel, 3.5, Florida"
Lonesome Creek RV Resort,"28.7821373, -97.8563406, Lodge, 4.3, Texas"
La Quinta Inn by Wyndham,"32.7040649, -96.27665309999999, Indoor lodging, 3.6, Texas"
Travelodge Lake City,"30.1801228, -82.6931506, Lodge, 2.6, Florida"
Americas Best Value Inn Conroe,"30.2957455, -95.46614699999999, Motel, 2.8, Texas"
Trail Break at Schroon Lake Dining & Lodging,"43.851127899999994, -73.7576322, Motel, 4.6, New York"
Dallas Endermologie,"32.7925311, -96.77502989999999, Resort hotel, 4.1, Texas"
Quality Inn,"40.669491, -73.909065, Hotel, 3.4, New York"
Century Motel,"32.7398357, -97.2756545, Motel, 3.7, Texas"
kansas city sourthern,"27.4985184, -99.3909194, Lodging, 3.8, Texas"
Nautilus Condominium,"30.397263799999998, -86.61713379999999, Resort hotel, 4.4, Florida"
Elks Lodge,"33.8888639, -118.15702499999999, Lodge, 4.5, California"
Barks NV Salon & Spa,"39.5472378, -119.74943549999999, Pet friendly accommodation, 4.3, Nevada"
River's Edge Inn,"27.9426423, -80.53310139999999, Motel, 3.6, Florida"
Lee Canyon,"36.3037018, -115.6796327, Ski resort, 4.6, Nevada"
Red Roof Inn Orlando West,"28.5527265, -81.5461443, Motel, 3.7, Florida"
Ashford Inn Extended Stay,"28.0562377, -81.9479202, Motel, 3.2, Florida"
Econo Lodge,"41.739263, -74.051198, Hotel, 3.1, New York"
Campus By the Sea,"33.369988, -118.34801999999999, Retreat center, 4.4, California"
The Spa at Loews Regency San Francisco,"37.792456, -122.40078899999999, Hotel, 4.3, California"
Summit Inn and Suites,"29.7002015, -95.37769899999999, Hotel, 3.3, Texas"
Playa Del Oro Apartments,"33.9595869, -118.42037529999999, Indoor lodging, 4.0, California"
Howard Johnson Inn & Suites San Antonio Near AT&T Center,"29.451575499999997, -98.4220119, Inn, 3.9, Texas"
